section,word,meaning,part_of_speech,importance,label,proficiency,memo,example_sentence,example_translation,example_explanation
SECTION #5「制約・強制・禁止」,strain,"緊張, 重圧, 品種, 血統",名詞/自動詞/他動詞,*,難,,,The long hours put a strain on his health.,長時間労働が彼の健康に負担をかけた。,put a strain on ～「～に負担をかける」。SVO構文。
SECTION #5「制約・強制・禁止」,restrain,～を抑制する,他動詞,*,難,,,She restrained herself from shouting.,彼女は叫ぶのを自制した。,restrain oneself from doing「～するのを自制する」。SVO構文。
SECTION #5「制約・強制・禁止」,tense,"緊張した, ぴんと張った",形容詞/名詞/自動詞/他動詞,**,難,,,The atmosphere in the room was tense.,部屋の雰囲気は緊迫していた。,tense「緊迫した」。SVC構文。
SECTION #5「制約・強制・禁止」,extend,"～を伸ばす, 延長する",自動詞/他動詞,**,難,,,The road extends for several miles.,道路は数マイルにわたって延びている。,extend for ～「～にわたって延びる」。自動詞。SV構文。
SECTION #5「制約・強制・禁止」,intense,激しい,形容詞,**,難,,サッカー用語「インテンシティ」,The heat was intense during the summer.,夏の暑さは激しかった。,intense「激しい」。SVC構文。
SECTION #5「制約・強制・禁止」,force,"力, 勢力； 軍事力； ～に(…することを)強制する(to do)",名詞/他動詞,**,難,,,No one can force you to do it.,誰もあなたにそれを強制することはできない。,force + 人 + to do「人に～することを強制する」。SVOC構文。
SECTION #5「制約・強制・禁止」,compel,～に(…することを)強いる(to do),他動詞,**,難,,,The evidence compelled him to confess.,証拠が彼に自白を強いた。,compel + 人 + to do「人に～することを強いる」。SVOC構文。
SECTION #5「制約・強制・禁止」,oblige,"～に(…することを)義務づける, 余儀なくさせる(to do)",他動詞,**,難,,,I am obliged to attend the meeting.,私はその会議に出席する義務がある。,be obliged to do「～する義務がある」。受動態。
SECTION #5「制約・強制・禁止」,voluntary,自発的な,形容詞,**,難,,ボランティア,Participation in the program is voluntary.,そのプログラムへの参加は任意だ。,voluntary「自発的な、任意の」。SVC構文。
SECTION #5「制約・強制・禁止」,spontaneous,"自発的な, 自然発生的な",形容詞,*,難,,,The audience broke into spontaneous applause.,観客は自然に拍手を始めた。,spontaneous + 名詞で「自発的な～」。SVO構文。
SECTION #5「制約・強制・禁止」,free,自由な； 無料の； 暇な,形容詞/他動詞/副詞,**,普,,,They freed the hostages after negotiations.,交渉の末、彼らは人質を解放した。,free + 名詞「～を解放する」。SVO構文。
SECTION #5「制約・強制・禁止」,liberty,自由,名詞,**,難,,リベラル,Everyone has the liberty to express their opinion.,すべての人は自分の意見を表現する自由がある。,the liberty to do「～する自由」。SVO構文。不定詞の形容詞的用法。
SECTION #5「制約・強制・禁止」,release,～を解放する,他動詞/名詞,**,普,,,The company released a new product.,その会社は新製品を発売した。,release + 名詞「～を発売する、解放する」。SVO構文。
SECTION #5「制約・強制・禁止」,capture,～を捕らえる,他動詞/名詞,*,普,,,The soldiers captured the enemy's fortress.,兵士たちは敵の要塞を占領した。,capture + 名詞「～を占領する、捕まえる」。SVO構文。
SECTION #5「制約・強制・禁止」,prohibit,～を禁じる； ～に(…するのを)禁じる(from doing),他動詞,**,難,,"(似てる単語) exhibit 
～を展示する, 示す； 展示品",Smoking is prohibited in this area.,この区域では喫煙は禁止されている。,be prohibited「禁止されている」。受動態。
SECTION #5「制約・強制・禁止」,forbid,～を禁じる,他動詞,**,難,,,The law forbids discrimination based on race.,法律は人種に基づく差別を禁止している。,forbid + 名詞「～を禁止する」。SVO構文。
SECTION #5「制約・強制・禁止」,ban,～を(公的に)禁止する,他動詞/名詞,**,普,,,The government banned the use of plastic bags.,政府はレジ袋の使用を禁止した。,ban + 名詞「～を禁止する」。SVO構文。
SECTION #5「制約・強制・禁止」,permit,"～を許す, ～に(…するのを)許可する(to do)",他動詞/名詞,**,難,,,The regulations do not permit parking here.,規則ではここでの駐車は許可されていない。,permit + 名詞「～を許可する」。SVO構文。
SECTION #5「制約・強制・禁止」,allow,～が(…するのを)許す(to do),他動詞,**,普,,,Her parents allowed her to study abroad.,彼女の両親は彼女が留学することを許した。,allow + 人 + to do「人が～するのを許す」。SVOC構文。
SECTION #5「制約・強制・禁止」,forgive,～(過ちを犯した人)を許す,自動詞/他動詞,**,難,,,She forgave him for his mistake.,彼女は彼の過ちを許した。,forgive + 人 + for ～「人の～を許す」。SVO構文。
SECTION #5「制約・強制・禁止」,overlook,"～を大目に見る, 許す, ～を見落とす",他動詞,**,難,,,I'll overlook your mistake this time.,今回はあなたの過ちを見逃しましょう。,overlook + 名詞「～を見逃す」。SVO構文。
SECTION #5「制約・強制・禁止」,generous,"寛容な, 気前のよい",形容詞,**,難,,,She is generous with her time.,彼女は時間を惜しみなく使う。,be generous with ～「～を惜しみなく与える」。SVC構文。
SECTION #5「制約・強制・禁止」,tolerate,"～を許容する, 容認する",他動詞,**,難,,,I cannot tolerate such rudeness.,そのような無礼は我慢できない。,tolerate + 名詞「～を我慢する」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,prevent,～を防ぐ； ～が(…するのを)妨げる(from doing),他動詞,**,難,,,We must prevent the disease from spreading.,病気が広がるのを防がなければならない。,prevent A from doing「Aが～するのを防ぐ」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,avoid,"～(望ましくないもの)を避ける, (するの)を回避する(doing)",他動詞,**,難,,,You should avoid making the same mistake.,同じ間違いを犯すのを避けるべきだ。,avoid doing「～するのを避ける」。SVO構文（動名詞が目的語）。
SECTION #6「阻害・除去・供給・促進」,hinder,～を妨げる； ～が(…するのを)妨げる(from doing),他動詞,*,難,,,Bad weather hindered the rescue operation.,悪天候が救助活動を妨げた。,hinder + 名詞「～を妨げる」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,refrain,"(～するのを)差し控える, 遠慮する(from doing)",自動詞,*,難,,,Please refrain from smoking.,喫煙はお控えください。,refrain from doing「～するのを控える」。自動詞。命令文。
SECTION #6「阻害・除去・供給・促進」,interrupt,"～を中断する, 邪魔する",自動詞/他動詞,**,難,,,Don't interrupt me while I'm speaking.,話している間、私の邪魔をしないでください。,interrupt + 名詞「～を中断させる、邪魔する」。SVO構文。命令文。
SECTION #6「阻害・除去・供給・促進」,disrupt,"～を乱す, 混乱する",他動詞,*,難,,,The protest disrupted traffic in the city center.,抗議活動が市街中心部の交通を混乱させた。,disrupt + 名詞「～を混乱させる」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,disturb,"～を妨げる, 悩ませる",他動詞,**,難,,,I'm sorry to disturb you.,お邪魔してすみません。,disturb + 名詞「～の邪魔をする」。SVO構文。不定詞の副詞的用法（原因）。
SECTION #6「阻害・除去・供給・促進」,interfere,"(～を)邪魔する, (に)干渉する(with～)",自動詞,**,難,,,Don't interfere in other people's business.,他人の問題に干渉するな。,interfere in ～「～に干渉する」。自動詞。命令文。
SECTION #6「阻害・除去・供給・促進」,cease,"～をやめる, しなくなる(to do, doing)",自動詞/他動詞,**,難,,,The factory ceased production last year.,その工場は昨年生産を停止した。,cease + 名詞「～を停止する」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,halt,～を停止する； 停止,自動詞/他動詞/名詞,*,難,,,The train halted at the signal.,列車は信号で停止した。,halt「停止する」。自動詞。SV構文。
SECTION #6「阻害・除去・供給・促進」,deprive,～から(…を)奪う(of…),他動詞,**,難,,"[似てる単語] derive
(～に)由来する(from～)； (…から)～を引き出す(from…)",The war deprived them of their homes.,戦争は彼らから家を奪った。,deprive A of B「AからBを奪う」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,rob,"～から(…を)奪う, 強奪する(of…)",他動詞,**,難,,,They robbed the bank of a million dollars.,彼らは銀行から100万ドルを奪った。,rob A of B「AからBを奪う」。SVO構文。
SECTION #6「阻害・除去・供給・促進」,strip,"から(…を)はぎ取る, 除去する(of…)",自動詞/他動詞/名詞,**,難,,ストリップ,He was stripped of his title.,彼は称号を剥奪された。,be stripped of ～「～を剥奪される」。受動態。
